Tur,DogruMu,TepkiSuresi,HedefRenk,TiklananRenk
1,1,1.9498181343078613,pembe,pembe
2,0,2.100015163421631,pembe,sari
3,0,5.5741050243377686,yesil,mavi
4,1,1.2125616073608398,mavi,mavi
5,1,2.1561837196350098,mavi,mavi
6,1,1.622314214706421,pembe,pembe
7,1,1.4351024627685547,sari,sari
