Tur,DogruMu,TepkiSuresi,HedefRenk,TiklananRenk
1,1,1.8893663883209229,sari,sari
2,1,1.469186544418335,yesil,yesil
3,1,1.2043087482452393,sari,sari
4,1,1.3688714504241943,sari,sari
5,1,0.9871413707733154,pembe,pembe
6,1,1.373260498046875,sari,sari
7,1,1.2187726497650146,yesil,yesil
8,1,0.9973626136779785,pembe,pembe
9,1,1.3122196197509766,sari,sari
10,1,1.2178664207458496,sari,sari
